stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n9468309526,Mathoor,9.9718002,76.3368119,,,no
n9468309527,Illikkappady,9.9708347,76.3376349,,,no
n9468309528,Sharipadi,9.9673177,76.3392638,,,no
n9468309529,Puthiya Road Junction,9.9656099,76.3403006,,,no
n9468309531,Pottayil,9.9625772,76.3415628,,,no
n9468309533,Azad Junction,9.9584469,76.3432579,,,yes
n9471282562,Kundanoor Junction,9.9367425,76.3173945,,,no
n9471282563,Kundanoor Junction,9.9368589,76.3174098,,,no
n9471375058,Ponnurunni Temple,9.9726886,76.3167407,,,no
n9471375060,Ponnurunni Temple,9.9786312,76.3142059,,,no
n9471375062,Anjumuri,9.9805303,76.3135372,,,yes
n9471375063,Kuthappady,9.9831774,76.3127933,,,yes
n9471375064,Puthiya Road,9.9899825,76.3098723,,,no
n9471375066,Pallinda,9.9929224,76.3086577,,,no
n9480591860,Chengal,10.1678454,76.4353093,,,no
n9480591861,Chengal,10.1680338,76.435265,,,no
n9480591862,Periyar,10.1788328,76.4177195,,,no
n9480591863,Periyar,10.1789846,76.4177124,,,no
n9480591864,Hotel Flora,10.1606415,76.390581,,,no
n9480591865,Hotel Flora,10.1607024,76.3905609,,,no
n9480591866,Nedumbassery Airport,10.1599731,76.390421,,,no
n9480591867,Nedumbassery Airport,10.159887,76.3901855,,,no
n9480591868,Airport Pump,10.1595872,76.3864548,,,no
n9480591869,Airport Pump,10.15963,76.3864317,,,no
n9480591870,Akaparambu,10.1590874,76.380761,,,no
n9480591871,Akaparambu,10.1590915,76.3807443,,,no
n9480591872,Avanamcode Temple,10.1470842,76.3814201,,,no
n9480591873,Avanamcode Temple,10.1471952,76.3813411,,,no
n9480591874,Vaidhyashaala Pady,10.1428994,76.3781505,,,no
n9480591875,Vaidhyashaala Pady,10.1429651,76.3781032,,,no
n9480591876,Neduvannoor Gate,10.1411383,76.3769991,,,no
n9480591877,Neduvannoor Gate,10.1411836,76.3770224,,,no
n9480591878,Canal,10.142715,76.374787,,,no
n9480591879,Canal,10.1426774,76.3747468,,,no
n9480591880,Technical School,10.1430467,76.3704126,,,no
n9480591881,Technical School,10.1431207,76.3703335,,,no
n9480591882,Ratio Kada,10.1423681,76.3669583,,,no
n9480591883,Ratio Kada,10.1424015,76.3669266,,,no
n9480591884,Thattampadi,10.1422635,76.3649347,,,no
n9480591885,Thattampadi,10.1423145,76.3648699,,,no
n9480591886,Pallipadi,10.1410656,76.3618077,,,no
n9480591887,Pallipadi,10.1410733,76.3616288,,,no
n9480591888,SNDP,10.1388,76.357824,,,no
n9480591889,SNDP,10.1389505,76.3578422,,,no
n9480591890,Parambayam,10.135001,76.3537393,,,yes
n9480591891,Parambayam,10.1350801,76.353646,,,yes
n9497523566,Panchayath,10.0758178,76.2713044,,,no
n9497678042,Bolgatty,9.991358,76.2651958,,,yes
n9498016040,Padivattom,10.0069851,76.3156018,,,yes
n9498299658,Chathamma,9.8871015,76.3393814,,,no
n9498299659,Chathamma,9.8915237,76.3380236,,,no
n9498299660,Chathamma,9.8914458,76.337964,,,no
n9498299661,Palli,9.8944319,76.3378953,,,no
n9498299662,Palli,9.894354,76.337793,,,no
n9498299663,Chathamma School,9.8977447,76.3365787,,,no
n9498299664,Chathamma School,9.8975903,76.3364608,,,no
n9498299665,Mammoonju Mukku,9.9004257,76.3356365,,,no
n9498299666,Mammoonju Mukku,9.9003274,76.3356029,,,no
n9498299667,Homeo,9.90303,76.3340814,,,no
n9498299668,Homeo,9.902947,76.3340503,,,no
n9498299669,Water Tank,9.9049436,76.3332093,,,no
n9498299670,Water Tank,9.904964,76.3331354,,,no
n9498299671,Hira Public School,9.9046347,76.3317306,,,no
n9498299672,Hira Public School,9.9047113,76.3316918,,,no
n9498299673,Cheppanam bund,9.9043331,76.330703,,,no
n9498299674,Cheppanam bund,9.9043797,76.3307039,,,no
n9498299675,Puthiyedathu,9.9030402,76.3266208,,,no
n9498299676,Puthiyedathu,9.9030868,76.3265787,,,no
n9498363692,Thengodu,10.0236559,76.3690292,,,no
n9498363693,Thengodu,10.023589,76.3689097,,,no
n9498363694,Manakkakadavu,10.0311347,76.3778411,,,no
n9498363695,Manakkakadavu,10.0311542,76.377742,,,no
